"onto"	"ID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"	"genes2"
"94"	"BP"	"GO:0051240"	0.00692558543380717	1.34334102059026	84.2160483175151	105	604	"positive regulation of multicellular organismal process"	"RASGRP1 HMG20B BASP1 CEBPG ARFGEF2 HPSE MALT1 CHI3L1 CLU CCR1 CPB2 CYBA DMD ABAT JAG1 EGF AIF1 ERBB4 AKT1 EZH2 FCN1 FGFR2 FOXC1 MMD CLEC5A LY96 CADM1 ALOX15B FYN ASPM WWTR1 LSM14A GATA3 GHR GNAS GPM6B HCLS1 HDAC2 HMGB2 HMGCR FOXA1 BRINP3 IFI16 IL18 IRF1 KIT RHOB LYN SMAD4 MYC NOTCH1 SERPINE1 GAL PDCD2 SERPINE2 PIK3R1 BCL11A PPP2R3C PRKAA1 PRKCA PCID2 EIF2AK2 CYP26B1 PELI1 PTGIS PTGS2 PTK6 ACE2 BCL2 CCL2 SMURF2 SLC1A1 SOX10 SPTBN1 SRF MAP3K7 TCF7L2 TFAP2A C1QBP TLR1 C3AR1 XBP1 NDNF VTCN1 NCOA3 CASP1 ANKRD27 OGT IFITM1 CAV1 PROM1 SPHK1 AP3D1 ARHGEF2 LRRFIP1 ITGB1BP1 CD14 CD86 GSTO1 AIM2 IL27RA MAGED1 ADAMTS1 SOCS5 CDC20"
"95"	"BP"	"GO:0032870"	0.00708106815384541	1.46341683005882	46.0120793787748	62	330	"cellular response to hormone stimulus"	"RASGRP1 PGRMC2 RRAGA ADCY7 CTSL CTSS DUSP6 DUSP7 EGF AIF1 ERBB2 ERBB4 AKT1 ESRRG FGFR2 FGFR4 KANK1 FYN GHR GNAS NR3C1 HMGCS2 AR KIT LYN ASNS MSN NCF2 NOTCH1 NPC1 NRAS ENPP1 PDPK1 PIK3CA PIK3R1 UGT2B28 PRKAA1 PRKACB PRKCA PRLR PSMD5 PTPN2 PTPRE PXN RPS6 CCL2 SFRP1 AACS SPTBN1 SREBF1 UCP2 XBP1 NCOA3 OGT PIK3R3 CAV1 CAV2 IRS2 ATP6V0D1 PSMF1 ADAMTS1 ATP6V1G1"
"96"	"BP"	"GO:0071229"	0.0071392788315687	1.98954603211274	12.1304572907679	21	87	"cellular response to acid chemical"	"RRAGA CYBA AKT1 SH3BP4 GNAS HDAC2 HMGCS2 BRINP3 IPO5 LYN PRKAA1 CYP26B1 PTK6 CCL2 SFRP1 SREBF1 XBP1 FZD4 FZD7 OGT ADAMTS1"
"97"	"BP"	"GO:0030318"	0.00714424409260806	6.20423412204234	1.39430543572045	5	10	"melanocyte differentiation"	"KIT RAB27A BCL2 SOX10 ZEB2"
"98"	"BP"	"GO:0071380"	0.00714424409260806	6.20423412204234	1.39430543572045	5	10	"cellular response to prostaglandin E stimulus"	"AKT1 GNAS PRKAA1 SFRP1 ADAMTS1"
"99"	"BP"	"GO:0070489"	0.00722029277335514	1.5581943386109	32.3478861087144	46	232	"T cell aggregation"	"RASGRP1 CDKN2A MALT1 CORO1A CD300A VSIG4 MAP3K8 AIF1 ERBB2 AKT1 FYN GATA3 TNFRSF21 STOML2 IL18 IRF1 KIT LYN MICB NCK1 PAK2 PDPK1 PIK3CA PIK3R1 BCL11A ATP7A PRLR CYP26B1 PELI1 PTPN2 RAB27A BCL2 RPS6 CCL2 CLEC7A SRF MAP3K7 XBP1 VTCN1 FZD7 CAV1 AP3D1 CD86 CD47 SOCS5 CD151"
"100"	"BP"	"GO:0044093"	0.00772928496896365	1.30028901866274	108.337532355479	131	777	"positive regulation of molecular function"	"DNAJB6 UBA2 RASGRP1 FARP1 CDKN2A TRIM22 VAV3 CEBPG ARFGEF2 CDC42EP3 MALT1 CHI3L1 DUSP12 ADCY7 CD300A ADD2 CLU TBC1D16 MAP3K8 CTSS DAP DAPK1 DMD DUSP6 DUSP7 EGF ERBB2 ERBB4 AKT1 EZH2 FGFR2 FGFR4 TNIK PLCL2 ARHGEF9 GPR161 MMD LY96 FYN GATA3 FBXO5 PCOLCE2 GHR CYFIP2 GNA15 GNAS CXCL1 MDFIC HMGB2 FOXA1 IFI16 IGFBP3 AR ITPR2 KIT LYN MGST2 MSH2 ASPH MYC NRAS PAK2 GAL PDCD2 PDPK1 STK26 PIK3CA PIM1 PLAUR PLSCR1 PMAIP1 ATP7A PPP2R3C IFT57 PRKAA1 PRKACB CCDC88A PRKCA MAPK10 EIF2AK2 PRLR PSMD5 PXN BCL2 RGS1 RGS10 SAV1 RSU1 CCL2 CCL8 SFRP1 STIL DDRGK1 BNIP2 SPTBN1 SRF SSBP1 MAP3K7 TCF7L2 WFS1 RABEP2 NCOA3 FZD4 CASP1 ANKRD27 STK24 PSRC1 OGT GPR65 CAV1 CAV2 IRS2 TNFRSF10B ASAP2 SPHK1 CDC16 PDCD5 ARHGEF2 RPS6KA5 ITGB1BP1 CD14 GSTO1 AIM2 ARHGEF6 PSMF1 MAGED1 ARHGAP32 CDC20 RABGAP1L KIF14 CASP8AP2"
"101"	"BP"	"GO:0035336"	0.00783670765138905	3.95324026784701	2.50974978429681	7	18	"long-chain fatty-acyl-CoA metabolic process"	"ACSL4 FASN FAR2 ELOVL5 SLC25A1 ELOVL6 HACD1"
"102"	"BP"	"GO:0050906"	0.00783670765138905	3.95324026784701	2.50974978429681	7	18	"detection of stimulus involved in sensory perception"	"FYN KIT SERPINE2 PIP AZGP1 LXN RTP4"
"103"	"BP"	"GO:0071353"	0.00783670765138905	3.95324026784701	2.50974978429681	7	18	"cellular response to interleukin-4"	"CORO1A FASN GATA3 MRC1 NFIL3 PTPN2 XBP1"
"104"	"BP"	"GO:0097581"	0.00783969114416082	2.73937264742785	5.01949956859362	11	36	"lamellipodium organization"	"VAV3 KANK1 ARFIP2 KIT NCK1 CCDC88A CORO1B PXN FSCN1 WASF1 ARHGEF6"
"105"	"BP"	"GO:0031069"	0.00798252314062478	4.65617206982544	1.95202761000863	6	14	"hair follicle morphogenesis"	"CTSV FGFR2 NOTCH1 ATP7A BCL2 RUNX3"
"106"	"BP"	"GO:0045598"	0.00813151583011703	2.57736960665396	5.71665228645384	12	41	"regulation of fat cell differentiation"	"DUSP10 JAG1 AKT1 WWTR1 GATA3 MEX3C ENPP1 PTGS2 SAV1 SFRP1 KLF5 XBP1"
"107"	"BP"	"GO:0002761"	0.00819233639459467	2.35890802641432	7.11095772217429	14	51	"regulation of myeloid leukocyte differentiation"	"CCR1 GNAS SIGLEC15 HCLS1 LYN MYC PIK3R1 PRKCA PTPN2 SFRP1 TYROBP CUL4A OGT INPP4B"
"108"	"BP"	"GO:0042633"	0.00819233639459467	2.35890802641432	7.11095772217429	14	51	"hair cycle"	"HPSE CTSV FGFR2 GNAS HDAC2 KRT16 SMAD4 NOTCH1 GAL ATP7A PTGS2 BCL2 SAV1 RUNX3"
"109"	"BP"	"GO:0002755"	0.0082333756518971	2.4548122736802	6.41380500431406	13	46	"MyD88-dependent toll-like receptor signaling pathway"	"MAP3K8 DUSP4 DUSP6 DUSP7 LY96 IRF1 MAPK10 PELI1 RPS6KA3 MAP3K7 TLR1 RPS6KA5 CD14"
"110"	"BP"	"GO:0046364"	0.0082333756518971	2.4548122736802	6.41380500431406	13	46	"monosaccharide biosynthetic process"	"AKR1A1 AKR1B1 G6PD GNMT NR3C1 ATF3 PCK2 PRKACB PTPN2 SLC25A1 SORD OGT GSTO1"
"111"	"BP"	"GO:0051093"	0.00865087243760691	1.4462966077382	46.4303710094909	62	333	"negative regulation of developmental process"	"TOB1 CDKN2A HMG20A DUSP10 CCR1 CPB2 JAG1 TSC22D3 ELF5 ERBB2 EZH2 EFEMP1 FOXC1 FOXM1 KANK1 GPR161 SUZ12 SPDEF ASPM WWTR1 GATA3 TNFRSF21 GNAS TMEM176B HDAC2 FOXA1 IL18 IRF1 LYN MYC NFIB NOTCH1 NRAS SERPINE1 GAL ENPP1 PIK3R1 BCL11A TMEM176A SRGN PRKACB WWC3 PTPN2 BCL2 SAV1 CCL2 PBLD SFRP1 RBM15 TIMP1 XBP1 MED28 FZD7 HIST1H4H CUL4A CAV1 INPP4B MTMR2 ARHGEF2 ITGB1BP1 CD86 SOCS5"
"112"	"BP"	"GO:0031098"	0.00894292082530467	1.75430769230769	17.8471095772217	28	128	"stress-activated protein kinase signaling cascade"	"RASGRP1 DUSP10 MAP3K8 DUSP4 DUSP6 DUSP7 AKT1 TNIK FOXM1 AKR1B1 MDFIC HMGCR LYN MID1 MYC PAK2 STK26 PBK MAPK10 EIF2AK2 RPS6KA3 SFRP1 MAP3K7 FZD4 FZD7 STK24 RPS6KA5 ARHGEF6"
"113"	"BP"	"GO:0008284"	0.0089919614344981	1.42272369100345	50.8921484037964	67	365	"positive regulation of cell proliferation"	"OPTN VAV3 HPSE CORO1A CRIP2 CYBA E2F3 GPR183 EGF AIF1 ERBB2 ERBB4 AKT1 FGFR2 FGFR4 FOXM1 AKR1B1 SUZ12 ASPM WWTR1 GRK5 HCLS1 HDAC2 HMGB2 HMGCR IL18 AR KIT LYN SMAD4 MYC NCK1 NOTCH1 NRAS PDCD2 TIPIN PRKAA1 PRKCA PELI1 PTGS2 BCL2 RSU1 S100A6 CCL2 CXCL5 SFRP1 SKP2 SOX10 TFAP2B TIMP1 C3AR1 TTK XBP1 VTCN1 FZD7 CUL4A TSPYL5 CAV1 CAV2 IRS2 TSC22D1 SPHK1 ITGB1BP1 CD86 CD47 CDC20 KIF14"
"114"	"BP"	"GO:0042523"	0.00925030232845386	8.2653399668325	0.976013805004314	4	7	"positive regulation of tyrosine phosphorylation of Stat5 protein"	"ERBB4 FYN GHR KIT"
"115"	"BP"	"GO:0001816"	0.00936422531266038	1.46274885518496	42.2474547023296	57	303	"cytokine production"	"RASGRP1 OPTN CEBPG ARFGEF2 IGF2BP2 HPSE MALT1 CHI3L1 VSIG4 CLU CYBA FCN1 CLEC5A LY96 CADM1 ALOX15B LSM14A GATA3 TNFRSF21 HDAC2 STOML2 IFI16 APOD IL18 IRF1 KIT LYN SMAD4 NOTCH1 SERPINE1 PIK3R1 TREM1 SRGN EIF2AK2 PELI1 PTGS2 ACE2 CCL2 SPTBN1 MAP3K7 C1QBP TLR1 C3AR1 XBP1 VTCN1 SEH1L CASP1 RUNX3 SPHK1 ARHGEF2 LRRFIP1 RPS6KA5 CD14 CD86 AIM2 IL27RA TRIL"
"116"	"BP"	"GO:0042506"	0.00957696924105899	18.6629213483146	0.555632342778162	3	4	"tyrosine phosphorylation of Stat5 protein"	"PTK6 PTPN2 CAV1"
"117"	"BP"	"GO:0010243"	0.00963093600100068	1.38157955154205	60.7917169974116	78	436	"response to organonitrogen compound"	"RASGRP1 RRAGA ADCY7 CYBA DDC ABAT DPYSL2 JAG1 DUSP6 DUSP7 EGF AIF1 ERBB2 ERBB4 AKT1 FGFR2 FGFR4 FOXM1 AKR1B1 KANK1 SH3BP4 FYN GHR GNAS HDAC2 HMGCS2 HPRT1 AQP9 ITPR2 KIT IPO5 LYN MGST3 ASNS ASPH NNMT NOTCH1 NRAS GAL ENPP1 PDPK1 PIK3CA PIK3R1 PPP2R2A PRKAA1 PRKACB PRKCA PRLR PSMD5 PTGS2 PTPN2 PTPRE PXN BCL2 RPS6 CCL2 SFRP1 AACS SPTBN1 SREBF1 BSG TMBIM6 TIMP1 TYMS UCP2 XBP1 CASP1 OGT PIK3R3 CAV1 CAV2 IRS2 CCNE1 ATP6V0D1 ARHGEF2 PSMF1 ATP6V1G1 CDH1"
"118"	"BP"	"GO:0001580"	0.00968136982899131	18.5813664596273	0.557722174288179	3	4	"detection of chemical stimulus involved in sensory perception of bitter taste"	"PIP AZGP1 RTP4"
"119"	"BP"	"GO:0009820"	0.00968136982899131	18.5813664596273	0.557722174288179	3	4	"alkaloid metabolic process"	"DDC PTGIS PTGS2"
"120"	"BP"	"GO:0010757"	0.00968136982899131	18.5813664596273	0.557722174288179	3	4	"negative regulation of plasminogen activation"	"CPB2 SERPINE1 SERPINE2"
"121"	"BP"	"GO:0016115"	0.00968136982899131	18.5813664596273	0.557722174288179	3	4	"terpenoid catabolic process"	"CRABP1 CYP26B1 AKR1B10"
"122"	"BP"	"GO:0035646"	0.00968136982899131	18.5813664596273	0.557722174288179	3	4	"endosome to melanosome transport"	"RAB38 ANKRD27 AP3D1"
"123"	"BP"	"GO:0042428"	0.00968136982899131	18.5813664596273	0.557722174288179	3	4	"serotonin metabolic process"	"DDC MAOA ATP7A"
"124"	"BP"	"GO:0048070"	0.00968136982899131	18.5813664596273	0.557722174288179	3	4	"regulation of developmental pigmentation"	"KIT BCL2 ZEB2"
"125"	"BP"	"GO:0048757"	0.00968136982899131	18.5813664596273	0.557722174288179	3	4	"pigment granule maturation"	"RAB38 ANKRD27 AP3D1"
"126"	"BP"	"GO:0072602"	0.00968136982899131	18.5813664596273	0.557722174288179	3	4	"interleukin-4 secretion"	"GATA3 NOTCH1 VTCN1"
"127"	"BP"	"GO:1903897"	0.00968136982899131	18.5813664596273	0.557722174288179	3	4	"regulation of PERK-mediated unfolded protein response"	"AGR2 NCK1 PTPN2"
"128"	"BP"	"GO:2000192"	0.00968136982899131	18.5813664596273	0.557722174288179	3	4	"negative regulation of fatty acid transport"	"AKT1 ACSL4 IRS2"
"129"	"CC"	"GO:0005782"	4.06206090215991e-05	7.77727272727273	2.51506024096386	10	18	"peroxisomal matrix"	"ECI2 CRAT IDH1 ACOX1 CROT FAR2 SCP2 ACOX2 ACOX3 AGPS"
"130"	"CC"	"GO:0005886"	0.000150099983895549	1.35014965891689	219.229417670683	263	1569	"plasma membrane"	"AKT3 TSPAN5 TSPAN3 ARL4C RASGRP1 ADGRG2 FARP1 AKR1A1 BASP1 VAV3 CLEC10A SLC9A6 CDC42EP3 ADAM28 CEACAM7 MALT1 RAB40B WWP1 CACFD1 CORO1A ERLIN2 SLC6A14 ADCY7 CD300A KCTD12 ADD2 CLN3 PLIN2 CCR1 ABCC2 KIF18B CTSV CYBA DAPK1 ADGRA3 DMD JAG1 SLC26A2 GPR183 EGF AIF1 SPRED2 EMP1 EPB41L2 ERBB2 ERBB4 AKT1 ALCAM FANCG FASN FCGR1B FCGR2A FCGR2B FCGR3B FCN1 FGFR2 FGFR4 TNIK GPD1L KANK1 ATP11B PPP1R13B GPR161 SLC39A14 MMD CLEC5A LY96 ARFIP2 RAB38 CADM1 ALOX15B FYN G6PD GABRP SAMHD1 CNTNAP2 ABCA12 GAS1 GHR GJB1 TSPAN13 LYPD3 TNFRSF21 RND1 GNA15 GNAI3 GNAS GPM6B SIGLEC15 GRK5 GRB7 ANPEP UBQLN2 HDLBP STOML2 IFNAR2 IGF2R AQP9 ABCC6 ITGB4 ITPR2 KCNJ2 RAB15 KCNMA1 KCNN4 KIT KRT5 KRT8 RHOB KRT19 LPL LYN TM4SF1 MBP ART3 MGST2 MICB MME MRC1 ASPH MSN MYO6 NCF2 NCK1 NOTCH1 NPC1 NRAS NUCB2 SLC22A18 SERPINE1 PAK2 CLEC4A ACOX1 LIMA1 ENPP1 PDPK1 STK26 PFKM SERPINE2 PIK3CA PIM1 PIK3R1 PKP1 PLAUR PLSCR1 ATP7A FXYD6 IL20RA PNN PODXL TREM1 PON2 PAK1IP1 ANO10 LRRC8D TRPV6 PRKAA1 PRKACB CCDC88A PRKCA GPRC5C NSFL1C KLHL7 MAPK10 PRLR AZGP1 CLDND1 PLSCR4 CORO1B SMAGP PTGIS PTGS2 PTK6 KIAA1324 PTPN2 PTPRE BBS1 PXN RAB27A TMEM8A ACE2 RGS1 RGS10 S100A6 MSMO1 SCNN1A SFRP1 SGCB BLVRB CLEC7A SMURF2 SLC1A1 SLC1A3 UPF3A SLC2A3 SLC16A1 SLC16A2 FSCN1 SPTBN1 BSG SVIL KLF5 MAP3K7 TMBIM6 C1QBP TLR1 TSPAN8 TM7SF2 C3AR1 TYROBP IL1R2 ATP13A3 VTCN1 VPS37B CYBRD1 TUSC3 SLC2A10 SYNC SLC38A1 SPRY4 FZD4 FZD7 ANKRD27 OGT GPR65 IFITM1 DGKD CAV1 CAV2 ACTL6A IRS2 MARCO MTMR1 TNFRSF10B PROM1 ASAP2 SPHK1 CPNE3 MTMR2 CLDN8 ATP6V0D1 ARHGEF2 LRRFIP1 GGTLC1 ITGB1BP1 CD14 CD163 CADPS2 SLC9A3R1 NMT2 CD86 IL27RA MAGED1 ATP6V1G1 CD47 CLCA2 MTFR1 ARHGAP32 CD151 MELK LRBA KIF14 CDH1"
"131"	"CC"	"GO:0044438"	0.00148090908544373	3.00592213028687	6.00819946452477	14	43	"microbody part"	"ECI2 CRAT ACSL4 HMGCR IDH1 ACOX1 CROT FAR2 SCP2 ACOX2 ACOX3 AGPS CAV1 PEX11A"
"132"	"CC"	"GO:0016021"	0.00168375307285998	1.28243676445944	209.029451137885	244	1496	"integral component of membrane"	"TSPAN5 TSPAN3 ADGRG2 LPCAT3 RTN3 CDS1 ST3GAL6 PGRMC2 CLEC10A CLGN SLC9A6 ADAM28 CEACAM7 CYB561D2 CACFD1 ERLIN2 GALNT6 RNF24 SLC6A14 ADCY7 CD300A VSIG4 MARCH3 CLN3 CCR1 ABCC2 CYB5A CYB561 CYBA ADGRA3 SPTSSA DHCR24 JAG1 SLC26A2 GPR183 EGF MEGF9 EMP1 C9orf91 ERBB2 ERBB4 EVI2A ALCAM ACSL4 FCGR1B FAM171A1 FCGR2A FCGR2B FGFR2 FGFR4 ANKLE2 ATP11B SEL1L3 FMO5 GPR161 SLC35A3 SLC39A14 NNT MMD CLEC5A LY96 CADM1 FUT3 CERS6 GABRP TMEM158 TMEM87A DHRS7B CNTNAP2 ABCA12 GAS1 GHR GJB1 LAMP3 TSPAN13 LYPD3 TNFRSF21 GPM6B SIGLEC15 TMEM176B ANPEP SLC43A3 CNIH4 DSE SLC25A24 HMGCR IFNAR2 IGF2R AQP9 ABCC6 ITGB4 ITPR2 SFT2D2 KCNJ2 KCNMA1 KCNN4 KIT LBR FAM174B LYN TM4SF1 MAOA ART3 MGST2 MGST3 MICB MME MRC1 ASPH NCF2 NOTCH1 NPC1 SLC22A18 PAM CLEC4A ARMCX1 MS4A4A ENPP1 GALNT7 PLAUR PLSCR1 ATP7A FXYD6 IL20RA SLC37A1 PODXL TREM1 YIPF1 UGT2B28 ZDHHC13 SIDT1 TEX10 TMEM132A HRASLS2 CCDC109B ANO10 LRRC8D TMEM176A CSGALNACT2 TRPV6 GALNT10 PIGV FAR2 GPRC5C BCAP29 PRLR CLDND1 PLSCR4 APMAP SMAGP PTGIS KIAA1324 FAM234B PTPRE PLEKHB1 TMEM8A ACE2 BCL2 ELOVL5 MSMO1 SC5D SCD SCNN1A BIK RTP4 XYLT1 SGCB CLEC7A TMPRSS3 CASD1 SLC1A1 REEP1 SLC1A3 TMEM135 SLC2A3 SLC16A1 SLC16A2 SLC25A1 SOAT1 SREBF1 BSG TMBIM6 TLR1 TSPAN8 TM7SF2 C3AR1 TYROBP UCP2 WFS1 XBP1 RNF103 IL1R2 REEP5 ELOVL6 ATP13A3 CERS4 SRD5A3 VTCN1 C1orf115 CLMN CYBRD1 TUSC3 ERMP1 DNAJC22 TMEM62 TMEM134 TMEM254 TRAF3IP3 SLC2A10 SLC38A1 ST6GALNAC5 FZD4 FZD7 GPR65 IFITM1 CHST1 KMO CAV1 CAV2 MARCO GPAA1 TNFRSF10B PEX11A PROM1 CLIC3 CLDN8 SYNGR2 HACD1 CD14 PGAP3 CD163 CD86 IL27RA SPTLC2 CD47 CLCA2 MLEC CD151 TM9SF4 TRIL LRBA GOLGA5 HS3ST1 CDH1"
"133"	"CC"	"GO:0045095"	0.00407048528009197	7.73644578313253	1.25753012048193	5	9	"keratin filament"	"KRT5 KRT6B KRT7 KRT8 KRT18"
"134"	"CC"	"GO:0044425"	0.00442688120067865	1.22916716165624	282.105923694779	316	2019	"membrane part"	"AP1M2 TSPAN5 TSPAN3 RASGRP1 ADGRG2 FARP1 LPCAT3 RTN3 AKR1A1 CDS1 ST3GAL6 PGRMC2 CLEC10A CLGN SLC9A6 SEC23B SEC23A RRAGA HPSE ADAM28 CEACAM7 CYB561D2 CACFD1 CORO1A ERLIN2 GALNT6 RNF24 SLC6A14 ADCY7 CD300A VSIG4 MARCH3 KCTD12 CLN3 CCR1 ABCC2 CTSV CYB5A CYB561 CYBA CYP2J2 ADGRA3 SPTSSA DHCR24 DMD JAG1 SLC26A2 GPR183 EGF MEGF9 AIF1 EMP1 C9orf91 EPB41L2 ERBB2 ERBB4 EVI2A ALCAM ACSL4 FCGR1B FAM171A1 FCGR2A FCGR2B FCGR3B FCN1 FGFR2 FGFR4 TNIK GGA2 ANKLE2 KANK1 ATP11B SEL1L3 FMO5 GPR161 SLC35A3 SLC39A14 NNT MMD CLEC5A LY96 SH3BP4 CADM1 ALOX15B FUT3 FYN CERS6 G6PD GABRP TMEM158 TMEM87A DHRS7B CNTNAP2 ABCA12 GAS1 GHR GJB1 LAMP3 TSPAN13 LYPD3 TNFRSF21 GNA15 GNAI3 GNAS GPM6B SIGLEC15 TMEM176B ANPEP SLC43A3 CNIH4 DSE SLC25A24 STOML2 HMGCR IFNAR2 IGF2R AQP9 ABCC6 ITGB4 ITPR2 SFT2D2 KCNJ2 KCNMA1 KCNN4 KIT KRT8 KRT19 LBR LDHB FAM174B LPL LYN TM4SF1 MAOA ART3 MGST2 MGST3 MICB MME MRC1 ASPH MSN MYO6 NCF2 NOTCH1 NPC1 SLC22A18 PAM CLEC4A ARMCX1 MS4A4A ENPP1 STK26 GALNT7 PFKM SERPINE2 PIK3CA PIK3R1 PLA2G4A PLAUR PLSCR1 ATP7A FXYD6 IL20RA SLC37A1 PODXL TREM1 YIPF1 UGT2B28 ZDHHC13 SIDT1 TEX10 RETSAT TMEM132A HRASLS2 CCDC109B VPS37C ANO10 LRRC8D TMEM176A CSGALNACT2 TRPV6 GALNT10 PRKAA1 PIGV FAR2 GPRC5C BCAP29 PRLR AZGP1 CYP26B1 CLDND1 PLSCR4 APMAP SMAGP PTGIS PTGS2 PTK6 KIAA1324 FAM234B PTPRE BBS1 PLEKHB1 RAB27A TMEM8A ACE2 BCL2 ELOVL5 S100A6 MSMO1 SC5D SCD SCNN1A BIK RTP4 XYLT1 SGCB CLEC7A TMPRSS3 SMURF2 CASD1 SLC1A1 REEP1 SLC1A3 TMEM135 SLC2A3 SLC16A1 SLC16A2 SLC25A1 DDRGK1 FSCN1 SOAT1 SOX10 SPTBN1 SREBF1 BSG TMBIM6 TLR1 TSPAN8 TM7SF2 C3AR1 TYROBP UCP2 WFS1 XBP1 RNF103 IL1R2 REEP5 ELOVL6 ATP13A3 CERS4 SRD5A3 VTCN1 VPS37B C1orf115 CLMN CYBRD1 TUSC3 ERMP1 DNAJC22 TMEM62 TMEM134 TMEM254 TRAF3IP3 SLC2A10 SLC38A1 SPRY4 ST6GALNAC5 SEH1L FZD4 FZD7 GPR65 PIK3R3 IFITM1 CHST1 KMO CAV1 CAV2 MARCO GPAA1 TNFRSF10B PEX11A PROM1 MTMR2 AP3D1 CLIC3 CLDN8 ATP6V0D1 SYNGR2 ARHGEF2 HACD1 GGTLC1 CD14 TRIP11 PGAP3 CD163 CADPS2 SLC9A3R1 NMT2 CD86 IL27RA SPTLC2 ATP6V1G1 CD47 CLCA2 ARHGAP32 MLEC CD151 TM9SF4 TRIL LRBA SEC16A GOLGA5 HS3ST1 NUP153 CDH1"
"135"	"CC"	"GO:0000940"	0.0072120901748698	6.18795180722892	1.39725568942436	5	10	"condensed chromosome outer kinetochore"	"NDC80 CENPF SPDL1 BUB1 BUB1B"
